id,createdAt,state,categoryId,categoryName,latitude,longitude,replacingText,firstPictureUrl,nearest_segment_id,nearest_segment_name,distance_to_bike_path_meters,is_cycling_related,is_cycling_related_regex,is_cycling_related_llm,subcategory,llm_confidence,explanation_de,score_keywords,score_penalty,score_distance,score_category,score_corridor,score_state,score_recency,confidence_score,cyclist_impact_label
578,2025-02-18T21:29:39.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1157,8.2396,"Die Einfahrt zur Hannah-Arendt-Straße vom Bahndamm aus kommend, ist nach wie mangelhaft. 

Bei der letzten Sanierung/Ausbau 2024 ist die Einmündung außer Acht gelassen worden.",,100012179,,6.95,True,True,True,pothole_damage,0.8,"Die Beschreibung bemängelt eine mangelhafte und außer Acht gelassene Einmündung, was die Radverkehrsinfrastruktur beeinträchtigt.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
584,2025-02-19T14:59:29.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1175,8.2127,Seit Silvester steht eine abgebrannte Blaue Tonne zwischen Geh- und Radweh an einem Baum an der Cloppenburger Straße 232.,,627987032,,23.89,True,True,True,illegal_parking_obstruction,0.8,Eine abgebrannte Mülltonne blockiert den Geh- und Radweg und stellt somit eine Behinderung für Radfahrer dar.,50,0,20,0,0,10,-10,70,Confirmed cycling issue
596,2025-02-21T10:13:25.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1771,8.2058,"Der Fahrradweg vom Stiekelkamp bis zum Bürgerbuschweg, beide Seiten, befindet sich in einem sehr schlechten Zustand.",,579179513,Scheideweg,1.06,True,True,True,pothole_damage,0.9,"Der Fahrradweg wird als in einem sehr schlechten Zustand beschrieben, was auf Schäden wie Schlaglöcher hindeutet.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
598,2025-02-21T10:59:22.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.17,8.2119,Auf Höhe vom Haus der Jugend / Kita Eßkamp ist vor den Gebäuden der Fußweg in einem sehr schlechten Zustand. Diverse Steine stehen hoch. Hier beste Unfallgefahr .,,777459648,Scheideweg,19.13,True,True,True,pothole_damage,0.9,"Der Fußweg ist in einem sehr schlechten Zustand mit hochstehenden Steinen, was eine Unfallgefahr darstellt und auch Radfahrer auf gemeinsamen Wegen betreffen kann.",50,0,20,15,0,10,-10,85,Confirmed cycling issue
602,2025-02-21T15:19:43.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1466,8.1686,"Zwischen den Häusern 138 und 140 abgesengte Fläche, wo sich Wasser sammelt und für die Fahrradfahrer gefährlich ist.",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/26a164b6-4999-475b-8119-b338f07fee8d_1747127963257_flaw_reporter_report_picture.png,316550019,Quellenweg,21.58,True,True,True,pothole_damage,0.8,"Eine abgesenkte Fläche, auf der sich Wasser sammelt und die für Fahrradfahrer gefährlich ist, deutet auf Straßenschäden hin.",50,0,20,15,0,10,-10,85,Confirmed cycling issue
606,2025-02-23T07:48:47.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1173,8.27,Ausgefahrene Seitenstreifen / tiefe Schlählöcher zwischen  Müllersweg  und Ostweg. Da der Ausbau abermals verschoben wurde (Herbst 2025) ist eine Zwischenmassnahme erforderlich,,24273480,Sieben Bösen,327.14,True,True,True,pothole_damage,0.9,"Die Meldung beschreibt ausgefahrene Seitenstreifen und tiefe Schlaglöcher auf einem Weg, was direkt die Radverkehrssicherheit beeinträchtigt.",50,0,0,15,0,10,-10,65,Likely cycling issue
612,2025-02-23T13:40:29.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1499,8.2734,Kreyenstr. / Ecke Kattenbarg steht wieder ein Auto ohne Kennzeichen,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/7b60ecbf-4b11-41ac-a0b1-38d5383a0b65_1747127965849_flaw_reporter_report_picture.png,195931849,,173.27,True,False,True,illegal_parking_obstruction,0.7,"Ein Auto ohne Kennzeichen steht an einer Kreuzung, was potenziell den Verkehrsfluss und die Sicht behindern kann, auch für Radfahrer.",50,0,0,15,0,10,-10,65,Likely cycling issue
617,2025-02-25T08:30:43.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1799,8.194,"Hier steht ein Fahrzeug ohne Kennzeichen auf einem eingezeichneten Parkplatz, es handelt sich um einen silbernen Renault Kangoo. Der PKW steht seit ca 3 Wochen ohne Kennzeichen auf dem Parkplatz und insgesamt seit Sommer letzten Jahres.",,31022044,,64.05,True,False,True,illegal_parking_obstruction,0.8,"Ein Fahrzeug ohne Kennzeichen blockiert einen eingezeichneten Parkplatz, was indirekt die Parkraumnutzung und potenziell den Verkehrsfluss beeinflusst.",50,0,0,15,0,10,-10,65,Likely cycling issue
618,2025-02-25T09:16:33.000+00:00,IN_PROCESS,9,Spielplätze 🧸,53.1562,8.2245,"Das Betreten von Spielplätzen mit Hunden ist laut Verordnung der Stadt (Verordnung der Stadt Oldenburg über das Mitführen von Hunden in der Öffentlichkeit, §1 Absatz 3) und Seite 42 der Spielplatzbroschüre nicht gestattet. Im speziellen Fall des Spielplatzes Bürgerstr/Goethestr. weist ein Schild mittig auf dem Spielplatz darauf hin. An den beiden Eingängen zum Spielplatz fehlt eine eindeutige Kennzeichnung. Täglich gehen eine große Anzahl Hundehalter mit ihren Tieren über den Spielplatz, es ist die tägliche Routine-Gassi-Runde. Ein Hundehalter sollte, nach meinem Verständnis, die Regeln für das Mitführen von Hunden kennen und respektieren. Von mir auf das Verbot angesprochen, reagieren die Hundehalter mit deutlichem Unverständnis/Unmut. Es juckt niemanden. Mich ärgert die Ignoranz und die Respektlosigkeit dem Schutz der Kinder und der Anlagen gegenüber. Vielleicht möchte das Ordnungsamt hier mal an einem wärmeren Tag 2 Kollegen abstellen, um die Damen und Herren auf das Verbot aufmerksam zu machen und ggf. ein paar Tage später mit einem Quittungsblock bewaffnet wiederkommen, um die Stadtkasse aufzubessern?",,37727993,Bürgerstraße,78.59,False,False,False,unrelated,0.7,"Die Meldung betrifft das Verbot von Hunden auf Spielplätzen und die Durchsetzung von Regeln, was kein spezifisches Radverkehrsproblem ist.",0,-45,0,0,0,10,-10,0,Not cycling-specific
622,2025-02-25T15:14:05.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1412,8.1604,An dieser Stelle befindet sich seit Monaten ein abgemeldetes Fahrzeug. Es ist Renault Kangoo.,,81349483,,1.67,True,True,True,illegal_parking_obstruction,0.8,"Ein abgemeldetes Fahrzeug befindet sich seit Monaten an einer Stelle, was als Behinderung oder Beeinträchtigung des öffentlichen Raums gewertet werden kann, auch für Radfahrer.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
625,2025-02-26T05:23:44.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1362,8.1788,"In der Kurve im Osterkampsweg 1, 26131 Oldenburg sind tiefe Schlaglöcher, die Schlaglöcher sind am Rand der Straße. Sie sind auf der rechten Seite richtig Eichenstraße",,344110802,Osterkampsweg,1.46,True,True,True,pothole_damage,0.9,"Die Beschreibung erwähnt tiefe Schlaglöcher am Rand der Straße, die für Radfahrer gefährlich sind.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
627,2025-02-26T07:42:46.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1219,8.1868,Großes Schlagloch am Ahlkenweg Höhe Hausnummer 74,,167255927,Wieselweg,157.61,True,True,True,pothole_damage,0.9,"Ein großes Schlagloch am Ahlkenweg wird gemeldet, was eine direkte Gefahr für Radfahrer darstellt.",50,0,0,15,0,10,-10,65,Likely cycling issue
633,2025-02-27T09:12:47.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1585,8.1916,"Auf dem öffentlichen Parkplatz steht seit dem 23.02.25 ein abgemeldetes, rotes Feuerwehrauto ohne Kennzeichen.",,24322655,,121.73,True,False,True,illegal_parking_obstruction,0.8,"Ein abgemeldetes Feuerwehrauto ohne Kennzeichen steht auf einem öffentlichen Parkplatz und blockiert potenziell Raum, was auch Radfahrer betreffen kann.",50,0,0,15,0,10,-10,65,Likely cycling issue
635,2025-02-27T11:06:48.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1018,8.2066,"An der Einmündung Sandkruger Straße / Meerweg befindet sich zwischen Gullideckel und der Fahrbahn eine Verfiefung, Weitere Mängel am Meerweg in Höhe Zufahrt NETTO, Einmündung Meerweg / Alter Postweg und Meerweg, Höhe Einmündung Fraunhoferweg.",,442141293,Meerweg,16.36,True,True,True,pothole_damage,0.9,"Mehrere Vertiefungen und Mängel an der Straße, die auch Radwege betreffen können.",50,0,20,15,0,10,-10,85,Confirmed cycling issue
644,2025-02-28T08:51:38.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1667,8.2209,Es stehen mehrere Anhänger/Bootstrailer und abgemeldete Fahrzeuge unter der Autobahnbrücke.,,22795331,,247.89,False,True,False,unrelated,0.8,Abgestellte Anhänger und Fahrzeuge unter einer Autobahnbrücke sind kein spezifisches Radverkehrsproblem.,0,-45,0,15,0,10,-10,0,Not cycling-specific
650,2025-02-28T17:45:03.000+00:00,IN_PROCESS,4,Verkehrszeichen ⚠️  ,53.1625,8.1914,Ampelmast vollgeklebt mit Fußball / VfB Sticker,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/1b665920-c4f9-4b07-8d1c-cacc12c77e42_1747127975446_flaw_reporter_report_picture.png,429675205,Rauhehorst,2.69,False,True,False,unrelated,0.7,Ein beklebter Ampelmast ist ein allgemeines städtisches Problem und nicht spezifisch für den Radverkehr.,0,-45,35,15,20,10,-10,25,Possibly affects cyclists
651,2025-02-28T17:46:01.000+00:00,IN_PROCESS,4,Verkehrszeichen ⚠️  ,53.1577,8.1969,Graffiti vom VfB,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/05a563a6-1bff-42fb-b6c9-e9d859af859d_1747127975704_flaw_reporter_report_picture.png,308988357,Rauhehorst,6.58,False,False,False,unrelated,0.7,Graffiti auf einem Verkehrszeichen ist ein allgemeines städtisches Problem und nicht spezifisch für den Radverkehr.,0,-45,35,15,20,10,-10,25,Possibly affects cyclists
653,2025-02-28T17:49:03.000+00:00,IN_PROCESS,4,Verkehrszeichen ⚠️  ,53.1332,8.2194,Fußball Kleber bei der blauen Behilfsbrücke,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/037188fd-3482-4972-86ca-2053dbecb959_1747127976224_flaw_reporter_report_picture.png,270888724,Westfalendamm,1.15,False,False,False,unrelated,0.7,Fußballaufkleber an einer Brücke sind ein allgemeines städtisches Problem und nicht spezifisch für den Radverkehr.,0,-45,35,15,0,10,-10,5,Not cycling-specific
665,2025-03-03T10:34:05.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1365,8.1811,"In der Asphaltdecke des Osterkampsweg (Höhe Nr. 5), in der S-Kurve (Eichenstraße), befindet sich am Rand der Straße seit ca. einem Jahr, ein großes Schlagloch: ca. 10 cm tief, 80cm lang und 30-40cm breit. Es wird um Überprüfung und Reparatur gebeten.",,344110802,Osterkampsweg,15.15,True,True,True,pothole_damage,0.9,Ein großes Schlagloch am Rand der Straße kann Radfahrer gefährden.,50,0,20,15,0,10,-10,85,Confirmed cycling issue
672,2025-03-03T20:33:44.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1015,8.2544,"Auf der Tweelbäker Tredde befindet sich eine Absenkung von mindestens 15cm und einer Breiten von rund 80cm. Das Loch befindet sich kurz vor der Einmündung zum Diesselweg. Wenn nun Schwerlastverkehr oder Busse mit einer erlaubten Geschwindigkeit von 30kmh dieses Loch passieren, erzittern alle Häuser in der Umgebung nicht unerheblich! Wie Sie sicher wissen, liegt Krusenbusch mitten im Moor. Wir sind es gewohnt, wenn moorbedingt leichte Erschütterungen vorkommen, jedoch ist der aktuelle Umstand nicht hinnehmbar. Für eventuelle Schäden an unserem Gebäude werde ich die Stadt Oldenburg halten. 
Auch wenn in absehbarer Zeit die Tweelbäker Tredde saniert wird, sollte eine kurzfristige Beseitigung des gefährlichen Mangels möglich sein!",,24929299,Brahmweg,135.36,True,True,True,pothole_damage,0.9,"Eine tiefe Absenkung in der Straße stellt eine Gefahr für alle Verkehrsteilnehmer dar, einschließlich Radfahrer.",50,0,0,15,0,10,-10,65,Likely cycling issue
673,2025-03-04T11:18:20.000+00:00,OPEN,7,Fundräder ⚡️🚲  ,53.1494,8.1599,"Gegenüber dem Altenheim, vor dem Haus Hörneweg 103, 26129 Oldenburg stehen seit Jahren  ! ! mindestens 10 alte, nicht fahrbereite, verrostete Fahrräder in allen Grössen im ÖFFENTLICHEN STRASSENRAUM. Eine Rücksprache ergab, dass es sich weder um einen Fahrrtadhandel noch Werkstatt handelt.",,121749645,Hörneweg,0.65,True,True,True,bike_parking,0.9,"Abgestellte, nicht fahrbereite Fahrräder im öffentlichen Raum beeinträchtigen die Nutzbarkeit und das Erscheinungsbild, was auch für Radfahrer relevant ist.",50,0,35,50,0,10,-10,135,Confirmed cycling issue
674,2025-03-04T12:56:10.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.129,8.2195,Auf dem Radweg bei der Unterführung ist durch die Baumwurzeln der Weg beschädigt.,,35343267,,105.18,True,True,True,pothole_damage,0.9,Beschädigter Radweg durch Baumwurzeln ist ein direktes Problem für Radfahrer.,50,0,0,15,0,10,-10,65,Likely cycling issue
679,2025-03-05T11:22:35.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1733,8.2091,"Schlagloch tief 
Straße defekt",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/6eee6fdc-f0cf-4787-a662-0f3e5ff57df2_1747127981788_flaw_reporter_report_picture.png,72492484,Scheideweg,32.13,True,True,True,pothole_damage,0.9,Ein Schlagloch auf der Straße ist ein direktes Sicherheitsproblem für Radfahrer.,50,0,10,15,0,10,-10,75,Confirmed cycling issue
683,2025-03-05T21:44:38.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1345,8.2799,Mehrere (tiefe) Schlaglöcher links und rechts in der Kurve Bittersweg. Warum wird hier nicht asphaltiert? Bitte ausbessern und beheben,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/ffe27602-3256-4f1c-b194-04b1d7b850e6_1747127982446_flaw_reporter_report_picture.png,281036990,,173.81,True,True,True,pothole_damage,0.9,Mehrere tiefe Schlaglöcher in einer Kurve stellen eine Gefahr für Radfahrer dar.,50,0,0,15,0,10,-10,65,Likely cycling issue
699,2025-03-07T11:32:47.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1458,8.2231,Auf und an dem Verbindungsweg auf der Karlstraße zwischen Vierol oder der BFE befindet sich einiges an Abfall. Vielen Dank für Ihre Bemühungen...,,1124497265,Karlstraße,24.34,False,False,False,unrelated,0.7,Abfall auf einem Verbindungsweg ist ein allgemeines Problem und nicht spezifisch für den Radverkehr.,0,-45,20,0,0,10,-10,0,Not cycling-specific
704,2025-03-08T19:43:56.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1675,8.3011,"Auf höhe des Restaurant Mykonos ist in der Mitte der Spur der Asphalt eingesackt!
Was nun schon seit etlichen Monaten nicht behoben wurde!
Letztes Jahr schonmal provisorisch gerichtet war!
Und nun steht da der Asphalt mind. 10-15 cm als Spitze hoch!

Da muß irgendwas unterm Asphalt sein, das es da immer wieder zu so Problemen kommt!

Das muß sofort gerichtet werden, da es eine große Gefahr ist für alle Verkehrsteilnehmer!",,309734425,Elsflether Straße,5.11,True,True,True,pothole_damage,0.9,"Eine stark eingesackte Asphaltfläche in der Fahrbahnmitte stellt eine erhebliche Gefahr für alle Verkehrsteilnehmer, einschließlich Radfahrer, dar.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
708,2025-03-08T22:21:21.000+00:00,OPEN,3,Straßen  🚧 ,53.1406,8.2209,"Siehe Foto, am Anfang der Hafenpromenade,  gerade restaurierter Ladekran wieder beschmiert … „Narrenhände beschmieren Tisch und Wände“",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/8a0d7b6b-f406-4630-bf0e-6c53eb29f3b0_1747127987706_flaw_reporter_report_picture.png,1422293308,,17.57,False,False,False,unrelated,0.7,Beschmierung eines Ladekrans ist kein spezifisches Radverkehrsproblem.,0,-45,20,15,0,10,-10,0,Not cycling-specific
710,2025-03-09T12:20:15.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1036,8.2218,Unbeschädigter Einkaufswagen (Aldi) seit mehreren Tagen am Übergang Meerweg/Franz-Marc-Str. abgestellt.,,23750580,,30.25,False,False,False,unrelated,0.8,Ein abgestellter Einkaufswagen ist ein allgemeines Problem und nicht spezifisch für den Radverkehr.,0,-45,10,0,0,10,-10,0,Not cycling-specific
718,2025-03-10T13:06:35.000+00:00,IN_PROCESS,4,Verkehrszeichen ⚠️  ,53.1375,8.2237,"siehe Foto, nicht mehr lesbares Hinweisschild",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/c4e78d39-7dd0-4da6-9bf9-78ffa29c525e_1747127990315_flaw_reporter_report_picture.png,335351447,Kanalstraße,5.17,True,True,True,signage_detours,0.8,Ein nicht lesbares Hinweisschild kann Radfahrer auf Umleitungen oder Gefahren aufmerksam machen.,50,0,35,15,0,10,-10,100,Confirmed cycling issue
723,2025-03-11T08:26:22.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1297,8.1804,Schaden an Verkehrsinsel,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/54589b6d-ece6-4151-a41d-56940986ac5d_1747127991617_flaw_reporter_report_picture.png,1312599176,Edewechter Landstraße,2.78,True,True,True,pothole_damage,0.7,Schäden an Verkehrsinseln können die Fahrbahn für Radfahrer beeinträchtigen.,50,0,35,15,0,10,-10,100,Confirmed cycling issue
724,2025-03-11T11:59:33.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.0986,8.2102,"Auf dem kleinen öffentlichen Parkplatz am Ende der Erich-Kästner-Strasse steht erneut ein nicht angemeldetes Fahrzeug.
Das ist nun innerhalb weniger Wochen schon das vierte Mal.
In den anderen Fällen wurde eine rote Karte an die Frontscheibe geheftet mit der Aufforderung, das Fahrzeug zu entfernen. Das hat bisher auch immer geklappt.
Müsste dieses Mal wohl auch erfolgen.
Es wäre sicher sinnvoll, dem Besitzer mitzuteilen, dass hier kein Schrottplatz für KFZs ist und eine Strafe für den Wiederholungsfall anzukündigen.",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/990ccc71-d046-43d3-9dda-673c5102b471_1747127991870_flaw_reporter_report_picture.png,24647203,,19.72,False,False,False,unrelated,0.6,Das Problem betrifft einen öffentlichen Parkplatz und nicht direkt die Radinfrastruktur.,0,0,20,15,0,10,-10,35,Possibly affects cyclists
738,2025-03-13T11:35:28.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1261,8.1404,Ein unangemeldeter Anhänger steht am Straßenrand.,,82938050,,21.67,False,False,False,unrelated,0.6,Ein abgestellter Anhänger am Straßenrand ist kein spezifisches Radverkehrsproblem.,0,0,20,15,0,10,-10,35,Possibly affects cyclists
739,2025-03-13T14:48:09.000+00:00,OPEN,8,Wilde Müllkippe 🧹,53.0971,8.2384,Gegenüber vom Waldmannsweg direkt neben der Bushaltestelle wurden mehrere große Gegenstände abgelegt. Diese nehmen viel Platz auf dem Bürgersteig ein.,,24519412,Bümmersteder Tredde,3.93,True,False,True,glass_debris,0.7,"Müll neben einer Bushaltestelle kann den Bürgersteig blockieren, der auch von Radfahrern genutzt wird.",50,0,35,0,0,10,-10,85,Confirmed cycling issue
740,2025-03-13T18:55:58.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1416,8.2155,Mehrere Schlaglöcher im Asphalt.,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/2ef34e84-d7c3-4551-ad68-15119f4d67c8_1747127994586_flaw_reporter_report_picture.png,23954517,Staulinie,0.63,True,True,True,pothole_damage,0.9,Schlaglöcher im Asphalt stellen eine direkte Gefahr für Radfahrer dar.,50,0,35,15,0,10,-10,100,Confirmed cycling issue
745,2025-03-14T09:29:57.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1795,8.2281,"Am Stubbenweg wird aus einer gewerblichen Renovierung immer wieder Sperrmüll abgelegt. Der liegt dort wochenlang, teils vermischt mit Hausmüll, der sich durch den Wind dann in der Umgebung verteilt. Die Teile ragen bis in den Fußweg.",,1382121443,Muttenpottsweg,140.78,True,False,True,glass_debris,0.8,"Abgelagerter Sperrmüll, der in den Fußweg ragt, beeinträchtigt die Nutzbarkeit für Radfahrer und Fußgänger.",50,0,0,0,0,10,-10,50,Likely cycling issue
750,2025-03-14T17:34:51.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1039,8.2208,"Scharfe Abbruchkante ragt in den Radweg in Höhe des Neubau in der Planckstraße (Radweg zur Wilhelm Kempin Straße), grade im Dunklen eine Stolpergefahr!",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/241690b2-90be-4d2c-90e5-57943be5328f_1747127996438_flaw_reporter_report_picture.png,24647272,,0.14,True,True,True,pothole_damage,1.0,"Eine scharfe Abbruchkante, die in den Radweg ragt, ist eine direkte Stolpergefahr für Radfahrer.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
752,2025-03-15T06:20:51.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.132,8.2122,"Der Fußweg ist mittlerweile so beschädigt,  dass Sturz- und Verletzungsgefahr besteht.",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/29fa0426-4afb-422e-8060-9aa2c6562b39_1747127996844_flaw_reporter_report_picture.png,21993187,Elisabethstraße,2.84,True,True,True,pothole_damage,0.9,"Ein beschädigter Fußweg mit Sturzgefahr kann auch Radfahrer beeinträchtigen, die diesen mitbenutzen.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
758,2025-03-15T14:47:12.000+00:00,IN_PROCESS,4,Verkehrszeichen ⚠️  ,53.181,8.2679,"Siehe Foto, umgefahrenes Schild",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/0d8390ac-4578-47ce-8de3-b28080d48666_1747127997989_flaw_reporter_report_picture.png,787188757,Kleine Hamheide,58.88,True,True,True,signage_detours,0.8,"Ein umgefahrenes Schild kann wichtige Informationen für Radfahrer, wie Umleitungen, enthalten.",50,0,0,15,0,10,-10,65,Likely cycling issue
760,2025-03-15T14:52:33.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1319,8.2116,"Siehe Foto, am Geländer der Brücke über die Mühlenhunte löat sich unterhalb der Handläufe die Abdeckung der Beleuchtung",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/abbba2ed-7f17-42a3-8839-e8ce6ef3e718_1747127998600_flaw_reporter_report_picture.png,102441222,,4.62,False,False,False,unrelated,0.5,Die defekte Beleuchtung an einer Brücke ist kein spezifisches Radverkehrsproblem.,0,0,35,15,0,10,-10,50,Likely cycling issue
762,2025-03-16T10:40:29.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1479,8.2183,An der Mauer Parkplatz Studentenwohnheim vor dem Durchgang zur Milchstraße steht seit Monaten ein Roller und es liegt Müll.,https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/2733c47b-187a-4ce7-8f92-0c90567ab5f4_1747127999241_flaw_reporter_report_picture.png,22929410,,87.16,False,False,False,unrelated,0.6,Ein abgestellter Roller und Müll neben einem Parkplatz sind keine direkten Radverkehrsprobleme.,0,0,0,0,0,10,-10,0,Not cycling-specific
769,2025-03-16T21:54:07.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1224,8.2069,"Westfalendamm - Einfahrt zur Schleuse
Straßenbelag schadhaft, teilweise Löcher, ist laut beim Überfahren",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/ad5f56a2-f624-40a2-8124-ecfc5c25aceb_1747128003884_flaw_reporter_report_picture.png,329197166,Westfalendamm,12.43,True,True,True,pothole_damage,0.9,Schadhafter Straßenbelag mit Löchern stellt eine Gefahr für Radfahrer dar.,50,0,20,15,0,10,-10,85,Confirmed cycling issue
774,2025-03-17T09:06:06.000+00:00,OPEN,8,Wilde Müllkippe 🧹,53.0971,8.2384,"Eine große Wilde Müllkippe in der Bümmersteder Tredde 93 neben der Bushaltestelle und Gegenstände liegt teilweise auf dem Fahrrad/Gehweg wie zum Beispiel Bett, Matratze,Farben,Kühlschrank,Monitor.",,24519412,Bümmersteder Tredde,3.93,True,True,True,glass_debris,0.9,"Wilde Müllkippe mit Gegenständen, die auf den Fahrrad-/Gehweg ragen, beeinträchtigt die Nutzbarkeit und Sicherheit.",50,0,35,0,0,10,-10,85,Confirmed cycling issue
790,2025-03-18T13:17:45.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.157,8.189,Auf Höhe der Hausnummer 11 und auch vereinzelt auf der gesamten Straße sind sowohl links als auch rechts vermehrt Schlaglöcher.,,25704766,,9.86,True,True,True,pothole_damage,0.9,Vermehrt Schlaglöcher auf der Straße stellen eine direkte Gefahr für Radfahrer dar.,50,0,35,15,0,10,-10,100,Confirmed cycling issue
791,2025-03-18T14:21:44.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1241,8.1715,Straßenschäden auf dem Sandfurter Weg vom Eibenweg bis Thomasburg,,85806602,Astrid-Lindgren-Straße,189.05,True,False,True,pothole_damage,0.9,"Straßenschäden auf einem Weg, der auch von Radfahrern genutzt wird.",50,0,0,15,0,10,-10,65,Likely cycling issue
797,2025-03-18T22:23:30.000+00:00,IN_PROCESS,3,Straßen  🚧 ,53.1634,8.2511,"Wenn man aus Richtung Nadorster Str. die Autobahn in Ohmstede runter kommt, sich dann nach links einordnet um die Elsflether Str. runter Stadtauswärts zu nehmen, da ist zum Ende hin ein sehr Großer Harter Hügel!
Der muß da entfernt und die Str. ausgebessert werden, das Sie glatt ist!
Gefahr ist stark vorhanden.",,1091253746,,5.54,True,False,True,pothole_damage,0.9,"Ein großer Hügel auf der Straße, der eine Gefahr für alle Verkehrsteilnehmer, einschließlich Radfahrer, darstellt.",50,0,35,15,0,10,-10,100,Confirmed cycling issue
802,2025-03-19T12:42:49.000+00:00,IN_PROCESS,8,Wilde Müllkippe 🧹,53.1487,8.1463,"Moin,
von der Bloher Landstraße kommend in den Hohen Weg laufend ist ein Ort, an dem schmeißen Bürgerinnen und Bürger der anliegenden Siedlung ihren Gartenmüll in illegaler Weise direkt ins Landschaftsschutzgebiet. Die Stelle ist ca. 75 Meter in den Weg hinein links.
Wie kann man nur so dumm und egoistisch agieren?",https://dialog-box-prod-bucket.s3.eu-central-1.amazonaws.com/images/oldenburg/a7ee2de6-695a-435e-8705-39d2c6c8a68f_1747128009869_flaw_reporter_report_picture.png,329437657,Hoher Weg,29.22,False,False,False,unrelated,0.8,"Illegale Müllentsorgung im Landschaftsschutzgebiet, die keinen direkten Bezug zum Radverkehr hat.",0,-45,10,0,0,10,-10,0,Not cycling-specific
